index,totalAssertions,validAssertions,passedAssertions,totalAssertionsforQLTY,measuredPROD,referencePROD, measuredUS, referenceUS, measuredQLTY, referenceQLTY
461,55,30,0,0,  0.00, 54.55,0,6,  0.00,100.00
462,55,30,4,28,  7.27, 54.55,4,6, 14.29,100.00
463,55,31,4,28,  7.27, 56.36,4,7, 14.29,100.00
464,55,41,0,0,  0.00, 74.55,0,4,  0.00,100.00
465,55,42,0,0,  0.00, 76.36,0,5,  0.00,100.00
466,55,42,4,28,  7.27, 76.36,4,5, 14.29,100.00
467,55,43,4,28,  7.27, 78.18,4,6, 14.29,100.00
468,55,42,0,0,  0.00, 76.36,0,5,  0.00,100.00
469,55,43,0,0,  0.00, 78.18,0,6,  0.00,100.00
470,55,43,11,29, 20.00, 78.18,5,6, 37.93,100.00
471,55,44,11,29, 20.00, 80.00,5,7, 37.93,100.00
472,55,44,0,0,  0.00, 80.00,0,5,  0.00,100.00
473,55,45,0,0,  0.00, 81.82,0,6,  0.00,100.00
474,55,45,6,20, 10.91, 81.82,3,6, 30.00,100.00
475,55,46,6,20, 10.91, 83.64,3,7, 30.00,100.00
476,55,45,0,0,  0.00, 81.82,0,6,  0.00,100.00
477,55,46,0,0,  0.00, 83.64,0,7,  0.00,100.00
478,55,46,20,21, 36.36, 83.64,4,7, 95.24,100.00
479,55,47,20,21, 36.36, 85.45,4,8, 95.24,100.00
480,55,33,0,0,  0.00, 60.00,0,4,  0.00,100.00
481,55,34,0,0,  0.00, 61.82,0,5,  0.00,100.00
482,55,34,4,28,  7.27, 61.82,4,5, 14.29,100.00
483,55,35,4,28,  7.27, 63.64,4,6, 14.29,100.00
484,55,34,0,0,  0.00, 61.82,0,5,  0.00,100.00
485,55,35,0,0,  0.00, 63.64,0,6,  0.00,100.00
486,55,35,4,28,  7.27, 63.64,4,6, 14.29,100.00
487,55,36,4,28,  7.27, 65.45,4,7, 14.29,100.00
488,55,36,0,0,  0.00, 65.45,0,5,  0.00,100.00
489,55,37,0,0,  0.00, 67.27,0,6,  0.00,100.00
490,55,37,4,28,  7.27, 67.27,4,6, 14.29,100.00
491,55,38,4,28,  7.27, 69.09,4,7, 14.29,100.00
492,55,37,0,0,  0.00, 67.27,0,6,  0.00,100.00
493,55,38,0,0,  0.00, 69.09,0,7,  0.00,100.00
494,55,38,4,28,  7.27, 69.09,4,7, 14.29,100.00
495,55,39,4,28,  7.27, 70.91,4,8, 14.29,100.00
496,55,49,0,0,  0.00, 89.09,0,5,  0.00,100.00
497,55,50,0,0,  0.00, 90.91,0,6,  0.00,100.00
498,55,50,4,28,  7.27, 90.91,4,6, 14.29,100.00
499,55,51,4,28,  7.27, 92.73,4,7, 14.29,100.00
500,55,50,0,0,  0.00, 90.91,0,6,  0.00,100.00
501,55,51,0,0,  0.00, 92.73,0,7,  0.00,100.00
502,55,51,11,29, 20.00, 92.73,5,7, 37.93,100.00
503,55,52,11,29, 20.00, 94.55,5,8, 37.93,100.00
504,55,52,0,0,  0.00, 94.55,0,6,  0.00,100.00
505,55,53,0,0,  0.00, 96.36,0,7,  0.00,100.00
506,55,53,8,28, 14.55, 96.36,4,7, 28.57,100.00
507,55,54,8,28, 14.55, 98.18,4,8, 28.57,100.00
508,55,53,0,0,  0.00, 96.36,0,7,  0.00,100.00
509,55,54,0,0,  0.00, 98.18,0,8,  0.00,100.00
510,55,54,28,29, 50.91, 98.18,5,8, 96.55,100.00
511,55,55,28,29, 50.91,100.00,5,9, 96.55,100.00
